 Rank  Player  Age  Elo  HardRaw  ClayRaw  GrassRaw  hElo  cElo  gElo  Peak Match  Peak Age  Peak Elo  
 188  Titouan Droguet  22.5  1572.4  1501.1  1467.7  -  1536.8  1520.1  1486.2  2023 Rennes CH R32  22.2  1653.3  
 189  Federico Delbonis  33.0  1571.1  1390.1  1550.2  1162.8  1480.6  1560.6  1366.9  2017 Hamburg QF  26.8  1861.8  
 190  Sho Shimabukuro  26.4  1569.5  1445.6  1517.4  1619.1  1507.5  1543.5  1594.3  2023 Washington Qual  26.0  1690.0  
 191  Vitaliy Sachko  26.5  1566.6  1464.5  1532.4  -  1515.5  1549.5  1483.3  2023 Verona CH SF  26.0  1636.3  
 192  Maks Kasnikowski  20.5  1565.5  1545.0  1301.1  1500.0  1555.2  1433.3  1532.7  2024 Oeiras 2 CH R32  20.5  1619.2  
 193  Elias Ymer  27.7  1564.6  1451.5  1568.8  1374.4  1508.1  1566.7  1469.5  2015 Caltanissetta CH F  19.1  1729.3  
 194  Enzo Couacaud  28.8  1563.7  1509.8  1375.3  1489.4  1536.8  1469.5  1526.6  2023 Australian Open Qual  27.8  1623.7  
 195  Andrea Pellegrino  26.8  1561.5  1202.1  1561.8  1318.7  1381.8  1561.7  1440.1  2022 Genoa CH SF  25.4  1604.4  
 196  Matteo Gigante  22.0  1561.4  1471.8  1479.7  1459.2  1516.6  1520.5  1510.3  2023 Cordenons CH F  21.5  1600.8  
 197  Gastao Elias  33.1  1556.2  1463.9  1500.1  1293.8  1510.1  1528.2  1425.0  2016 Rio Olympics R64  25.7  1723.9  
 198  Vasek Pospisil  33.5  1552.0  1497.8  1279.1  1405.9  1524.9  1415.6  1478.9  2020 Sofia SF  30.3  1886.4  
 199  Gianluca Mager  29.1  1551.3  1382.7  1516.8  1382.0  1467.0  1534.0  1466.6  2021 Prostejov CH QF  26.5  1729.3  
 200  Hugo Grenier  27.8  1550.4  1481.4  1415.0  1385.6  1515.9  1482.7  1468.0  2022 Rennes CH R32  26.4  1731.5  
 201  Li Tu  27.6  1547.3  1462.9  1389.5  1544.3  1505.1  1468.4  1545.8  2022 Seoul CH F  26.3  1623.2  
 202  Joris De Loore  30.7  1545.9  1475.2  1391.3  1400.2  1510.5  1468.6  1473.0  2016 Fairfield CH QF  23.4  1650.0  
 203  Giovanni Mpetshi Perricard  20.5  1545.4  1452.6  1442.6  1508.6  1499.0  1494.0  1527.0  2023 Chicago CH QF  19.9  1611.8  
 204  Jan Choinski  27.5  1545.3  1398.6  1547.5  1251.3  1471.9  1546.4  1398.3  2023 Meerbusch CH F  27.1  1616.2  
 205  Pedro Sousa  35.3  1544.5  1235.4  1524.9  1368.4  1390.0  1534.7  1456.5  2017 Rome CH R32  29.3  1698.8  
 206  Benoit Paire  34.6  1543.5  1443.9  1578.5  1465.3  1493.7  1561.0  1504.4  2013 Roland Garros R64  24.0  1904.4  
 207  Shintaro Mochizuki  20.6  1541.3  1424.8  1451.4  1504.0  1483.0  1496.3  1522.6  2023 Wimbledon Qual  20.0  1568.1  
 208  Alexander Ritschard  29.8  1539.7  1469.3  1474.8  1423.5  1504.5  1507.3  1481.6  2022 Ortisei CH R32  28.5  1618.3  
 209  Adam Walton  24.7  1538.3  1458.8  1171.7  -  1498.6  1355.0  1469.1  2023 Tiburon CH SF  24.4  1598.7  
 210  Chak Lam Coleman Wong  19.5  1537.5  1482.2  1500.0  1500.0  1509.9  1518.7  1518.7  2023 Yokkaichi CH QF  19.4  1572.8  
 211  Alejandro Moro Canas  23.1  1537.1  1433.6  1432.3  1346.5  1485.3  1484.7  1441.8  2023 Lyon CH QF  22.5  1601.7  
 212  Santiago Fa Rodriguez Taverna  24.5  1535.2  1422.2  1443.6  1404.8  1478.7  1489.4  1470.0  2022 Concepcion CH SF  22.5  1654.6  
 213  Kimmer Coppejans  29.9  1534.6  1381.6  1468.5  1358.5  1458.1  1501.6  1446.5  2015 Turin CH SF  21.2  1686.7  
 214  Nicolas Kicker  31.4  1534.2  1441.1  1489.3  1323.4  1487.6  1511.8  1428.8  2018 Madrid Qual  25.7  1689.8  
 215  Thiago Agustin Tirante  22.7  1533.6  1401.8  1512.3  1434.1  1467.7  1523.0  1483.9  2021 Ambato CH F  20.4  1663.7  
 216  Alexis Galarneau  24.7  1533.6  1471.6  1281.4  -  1502.6  1407.5  1466.8  2023 Columbus CH SF  24.5  1581.4  
 217  Fernando Verdasco  39.7  1532.9  1504.8  1520.7  1467.3  1518.9  1526.8  1500.1  2010 Rome QF  26.4  2097.0  
 218  Joao Sousa  34.7  1528.9  1490.4  1467.2  1396.8  1509.6  1498.0  1462.8  2016 Australian Open R64  26.8  1844.9  
 219  Jozef Kovalik  31.1  1528.7  1345.4  1523.3  1247.6  1437.1  1526.0  1388.2  2018 Hamburg QF  25.7  1706.9  
 220  Bjorn Fratangelo  30.0  1526.7  1453.5  1523.6  1431.5  1490.1  1525.1  1479.1  2016 Surbiton CH QF  22.8  1736.9  
 221  Martin Damm  20.2  1523.4  1451.9  1201.5  1620.4  1487.7  1362.5  1571.9  1999 Nuembrecht CH SF  1761.9  
 222  Stefano Napolitano  28.7  1521.4  1371.5  1502.7  1420.0  1446.5  1512.1  1470.7  2016 Ortisei CH F  21.5  1617.2  
 223  Juan Manuel Cerundolo  22.1  1520.2  1451.6  1475.6  1287.6  1485.9  1497.9  1403.9  2023 Concepcion CH R16  21.1  1784.0  
 224  Illya Marchenko  36.3  1520.1  1477.3  1274.7  1440.4  1498.7  1397.4  1480.2  2010 Marseille Qual  22.4  1776.5  
 225  Nicolas Moreno De Alboran  26.5  1519.1  1418.5  1540.5  1385.2  1468.8  1529.8  1452.2  2023 Tyler CH F  25.8  1652.9  
 226  Tomas Barrios Vera  26.0  1518.1  1312.0  1521.4  1540.1  1415.1  1519.8  1529.1  2023 Wimbledon Qual  25.5  1694.6  
 227  Evan Furness  24.7  1516.2  1437.2  1432.4  1342.9  1476.7  1474.3  1429.6  2022 Ostrava CH F  23.6  1583.3  
 228  Marc Polmans  26.7  1515.5  1454.0  1360.0  1480.0  1484.8  1437.8  1497.8  2020 Cologne 1 Qual  23.4  1602.8  
 229  Norbert Gombos  33.1  1515.5  1450.5  1526.6  1359.0  1483.0  1521.1  1437.3  2020 Paris R32  30.2  1738.2  
 230  Yasutaka Uchiyama  31.4  1515.2  1457.1  1216.7  1349.8  1486.2  1366.0  1432.5  2019 Playford CH SF  27.2  1724.0  
 231  Guido Andreozzi  32.3  1514.4  1447.4  1490.2  1231.4  1480.9  1502.3  1372.9  2018 Roland Garros Qual  26.8  1734.1  
 232  Tristan Boyer  22.7  1513.0  1351.8  1456.3  -  1432.4  1484.6  1456.5  2023 Antofagasta CH SF  22.4  1570.4  
 233  Ryan Peniston  28.1  1510.4  1444.3  1264.8  1460.0  1477.4  1387.6  1485.2  2022 Wimbledon R128  26.6  1708.5  
 234  Blaz Rola  32.9  1507.3  1410.3  1494.4  1397.4  1458.8  1500.9  1452.3  2014 Panama City CH SF  23.4  1729.8  
 235  Yu Hsiou Hsu  24.7  1505.6  1464.4  1151.9  1285.3  1485.0  1328.8  1395.4  2023 Matsuyama CH R16  24.5  1639.4  
 236  Matteo Martineau  24.9  1504.2  1430.9  1340.7  1361.2  1467.5  1422.5  1432.7  2024 Quimper CH QF  24.9  1518.0  
 237  Seong Chan Hong  26.5  1504.1  1434.9  1345.8  1294.5  1469.5  1425.0  1399.3  2023 Seoul CH R16  25.8  1533.0  
 238  Liam Draxl  22.1  1504.1  1407.9  1368.1  -  1456.0  1436.1  1452.0  2024 Buenos Aires CH R16  22.1  1529.6  
 239  Mathias Bourgue  29.9  1502.9  1465.6  1384.7  1367.1  1484.2  1443.8  1435.0  2021 Biella 4 CH R16  27.1  1656.9  
 240  Laurent Lokoli  29.2  1502.6  1387.2  1465.2  1463.2  1444.9  1483.9  1482.9  2023 Wimbledon Qual  28.7  1596.8  
 241  Tennys Sandgren  32.4  1502.1  1439.2  1447.0  1526.6  1470.6  1474.6  1514.3  2020 Roland Garros R128  29.1  1779.3  
 242  Yuta Shimizu  24.6  1501.8  1437.7  1098.5  1464.9  1469.8  1300.2  1483.4  2023 Yokohama CH QF  24.4  1567.7  
 243  Stefano Travaglia  32.0  1501.5  1460.6  1422.9  1380.3  1481.1  1462.2  1440.9  2021 Great Ocean Road Open SF  29.0  1798.5  
 244  Raphael Collignon  22.0  1501.3  1361.7  1390.4  1409.2  1431.5  1445.8  1455.3  2023 Roseto Degli Abruzzi CH SF  21.2  1552.0  
 245  Denis Yevseyev  30.6  1501.2  1445.0  1290.1  -  1473.1  1395.6  1450.6  2024 Tenerife CH QF  30.6  1524.1  
 246  Bu Yunchaokete  21.9  1500.0  1455.2  1175.8  1375.3  1477.6  1337.9  1437.7  2023 Gwangju CH R16  21.2  1618.8  
 247  Gijs Brouwer  27.8  1498.8  1410.1  1418.5  1470.4  1454.5  1458.7  1484.6  2022 Metz Qual  26.5  1643.9  
 248  Gauthier Onclin  22.8  1496.7  1408.0  1453.2  1423.1  1452.4  1474.9  1459.9  2023 Milan CH R16  22.3  1577.5  
 249  Blaise Bicknell  22.1  1495.2  1429.2  1378.0  1500.0  1462.2  1436.6  1497.6  2020 Davis Cup WG2 PO  18.2  1515.7  
 250  Marco Trungelliti  33.9  1493.6  1370.5  1502.2  1337.3  1432.1  1497.9  1415.5  2022 Santo Domingo CH SF  32.5  1693.7  
 251  Henri Laaksonen  31.5  1493.5  1502.0  1439.5  1169.1  1497.8  1466.5  1331.3  2021 Brest CH R16  29.5  1792.5  
 252  Genaro Alberto Olivieri  25.4  1491.7  1244.8  1489.5  1302.8  1368.3  1490.6  1397.3  2023 Santo Domingo CH F  25.0  1591.8  
 253  Marius Copil  33.2  1491.2  1467.2  1363.3  1476.7  1479.2  1427.3  1484.0  2018 Basel SF  28.0  1757.3  
 254  Calvin Hemery  28.9  1491.2  1339.6  1485.8  1352.0  1415.4  1488.5  1421.6  2015 Padova CH QF  20.4  1643.3  
 255  Antoine Bellier  27.0  1490.2  1315.7  1315.7  1476.7  1403.0  1403.0  1483.5  2022 Pozoblanco CH R32  25.7  1631.0  
 256  Matija Pecotic  34.5  1488.8  1438.2  1388.7  1336.4  1463.5  1438.7  1412.6  2016 Gatineau CH QF  27.0  1602.9  
 257  Oliver Crawford  24.7  1486.1  1376.9  1372.4  -  1431.5  1429.2  1443.0  2023 Curitiba CH SF  24.4  1557.1  
 258  Giovanni Fonio  25.6  1483.5  1457.7  1331.6  -  1470.6  1407.6  1441.8  2023 Tenerife 3 CH R16  24.7  1527.3  
 259  Jason Jung  34.5  1482.4  1418.1  1282.7  1409.7  1450.2  1382.5  1446.0  2018 Zhuhai CH QF  28.7  1652.3  
 260  Nishesh Basavareddy  18.7  1481.7  1437.4  -  -  1459.5  1350.8  1440.8  2023 Knoxville CH R16  18.5  1542.0  
 261  Thai Son Kwiatkowski  28.9  1481.2  1426.8  1413.7  1198.6  1454.0  1447.5  1339.9  2020 Indian Wells CH R64  25.0  1634.6  
 262  Alessandro Giannessi  33.6  1481.1  1326.4  1455.4  1234.1  1403.8  1468.2  1357.6  2011 Napoli2 CH SF  21.3  1728.9  
 263  Dimitar Kuzmanov  30.4  1479.0  1373.0  1479.6  1389.7  1426.0  1479.3  1434.3  2022 Wimbledon Qual  28.9  1629.7  
 264  Gerald Melzer  33.1  1477.7  1389.6  1449.2  1394.9  1433.6  1463.4  1436.3  2018 Quito R16  27.5  1707.5  
 265  Rudolf Molleker  23.2  1477.4  1161.5  1456.8  1282.9  1319.5  1467.1  1380.2  2019 Poznan CH SF  18.5  1709.9  
 266  Tristan Schoolkate  22.8  1477.3  1420.5  1188.1  -  1448.9  1332.7  1438.6  2023 Playford CH R16  22.6  1509.3  
 267  Peter Gojowczyk  34.3  1477.1  1403.4  1399.1  1528.1  1440.3  1438.1  1502.6  2018 Delray Beach SF  28.5  1830.8  
 268  Adrian Andreev  22.6  1476.4  1413.2  1461.7  1335.5  1444.8  1469.0  1406.0  2023 Australian Open Qual  21.6  1628.6  
 269  Chun Hsin Tseng  22.4  1474.3  1448.5  1405.1  1282.1  1461.4  1439.7  1378.2  2022 Prague CH QF  20.6  1701.7  
 270  Francesco Passaro  23.0  1473.5  1348.5  1467.0  1368.8  1411.0  1470.3  1421.1  2022 Como CH SF  21.6  1744.9  
 271  Manuel Guinard  28.1  1472.2  1326.3  1433.0  1339.0  1399.2  1452.6  1405.6  2022 Lyon CH QF  26.5  1639.6  
 272  Mitchell Krueger  30.0  1472.1  1419.6  1329.8  1462.2  1445.8  1401.0  1467.2  2022 Sarasota CH R16  28.2  1622.1  
 273  Christian Harrison  29.4  1472.1  1371.9  1436.7  1614.2  1422.0  1454.4  1543.2  2022 Wimbledon Qual  28.0  1597.8  
 274  Cem Ilkel  28.3  1471.4  1421.4  1260.6  1222.8  1446.4  1366.0  1347.1  2023 Lugano CH SF  27.5  1628.3  
 275  Dalibor Svrcina  21.2  1467.5  1300.4  1449.1  1373.5  1383.9  1458.3  1420.5  2021 Prague 2 CH F  18.8  1597.3  
 276  Ugo Blanchet  25.0  1466.7  1358.9  1402.6  -  1412.8  1434.6  1433.4  2023 Olbia CH R16  24.7  1620.5  
 277  Alex Bolt  31.0  1464.2  1400.6  1122.4  1537.1  1432.4  1293.3  1500.7  2019 Indian Wells R128  26.1  1668.7  
 278  Aziz Dougaz  26.8  1464.1  1383.1  1389.9  1440.0  1423.6  1427.0  1452.0  2020 Calgary CH R32  22.9  1551.8  
 279  Antoine Escoffier  31.8  1463.7  1383.3  1067.5  1309.1  1423.5  1265.6  1386.4  2023 Lugano CH QF  31.0  1615.7  
 280  Timofey Skatov  22.9  1463.3  1431.3  1405.0  1303.0  1447.3  1434.2  1383.2  2022 Coquimbo CH QF  21.7  1612.0  
 281  August Holmgren  25.7  1461.3  1364.0  1547.0  1500.0  1412.6  1504.2  1480.6  2021 San Diego Qual  23.4  1667.7  
 282  Geoffrey Blancaneaux  25.4  1461.2  1406.7  1387.1  1298.8  1433.9  1424.2  1380.0  2022 Sofia Qual  24.1  1574.7  
 283  Alibek Kachmazov  21.4  1460.6  1371.1  1329.5  1500.0  1415.9  1395.1  1480.3  2023 Astana R32  21.1  1523.7  
 284  Gustavo Heide  21.8  1460.0  1333.4  1436.1  -  1396.7  1448.1  1430.0  2023 Brasilia CH R32  21.7  1542.2  
 285  Dmitry Popko  27.2  1459.9  1422.4  1401.4  1287.7  1441.2  1430.6  1373.8  2020 Bangkok CH QF  23.2  1617.8  
 286  Riccardo Bonadio  30.5  1458.7  1334.1  1416.9  1310.6  1396.4  1437.8  1384.6  2021 Las Palmas 1 CH R16  27.6  1564.7  
 287  Ernesto Escobedo  27.2  1457.8  1432.5  1383.0  1281.0  1445.1  1420.4  1369.4  2017 Houston QF  20.7  1757.0  
 288  Tung Lin Wu  25.6  1457.2  1377.5  1451.1  1318.1  1417.3  1454.1  1387.6  2019 Gwangju CH R16  21.0  1583.3  
 289  Alexander Blockx  18.7  1454.7  1393.7  -  -  1424.2  1337.4  1427.4  2023 Danderyd CH QF  18.5  1563.6  
 290  Javier Barranco Cosano  25.1  1454.1  1341.7  1332.9  1407.7  1397.9  1393.5  1430.9  2023 Banja Luka CH R16  24.7  1484.4  
 291  Evgeny Karlovskiy  29.2  1451.2  1414.3  1301.8  1375.5  1432.7  1376.5  1413.4  2019 Eckental CH QF  25.2  1554.7  
 292  Francesco Maestrelli  21.0  1449.9  1377.4  1413.0  1340.8  1413.6  1431.5  1395.3  2022 Trieste CH QF  19.5  1703.0  
 293  Murkel Alejandro Dellien Velasco  26.3  1448.6  1308.4  1423.1  1500.0  1378.5  1435.9  1474.3  2022 Tigre CH QF  24.2  1601.4  
 294  Bernard Tomic  31.2  1447.1  1404.1  1383.8  1530.7  1425.6  1415.4  1488.9  2016 Australian Open R32  23.2  1944.9  
 295  Paul Jubb  24.2  1446.8  1372.2  1462.4  1396.7  1409.5  1454.6  1421.7  2022 Santa Cruz De La Sierra CH F  22.3  1638.2  
 296  Lucas Poullain  28.0  1446.0  1392.1  -  -  1419.0  1333.0  1423.0  2023 Mouilleron-Le-Captif CH QF  27.8  1547.5  
 297  Renzo Olivo  31.8  1445.6  1278.3  1417.5  1338.9  1362.0  1431.5  1392.2  2015 Buenos Aires R32  22.9  1651.8  
 298  Stefan Kozlov  25.9  1445.4  1396.8  1264.8  1419.2  1421.1  1355.1  1432.3  2022 Acapulco R32  24.0  1702.9  
 299  Yunseong Chung  25.3  1444.2  1389.8  1274.9  1409.8  1417.0  1359.5  1427.0  2019 Gwangju CH R32  21.1  1564.8  
 300  Frederico Ferreira Silva  28.6  1443.9  1319.5  1444.3  1444.1  1381.7  1444.1  1444.0  2021 Prague 1 CH R16  26.1  1637.2  
 301  Altug Celikbilek  27.2  1442.7  1385.4  1205.2  1415.8  1414.1  1323.9  1429.2  2021 Segovia CH R16  24.8  1696.3  
 302  Mark Lajal  20.6  1442.3  1366.9  1434.0  1500.0  1404.6  1438.1  1471.1  2023 Tyler CH R32  20.0  1672.1  
 303  Dane Sweeny  22.9  1441.9  1386.6  1149.8  1325.8  1414.3  1295.8  1383.9  2022 Nonthaburi 2 CH R16  21.5  1550.7  
 304  Toby Alex Kodat  20.9  1439.9  1203.9  1437.3  -  1321.9  1438.6  1419.9  2023 Prague CH R16  20.6  1501.3  
 305  Daniel Cukierman  28.5  1439.3  1359.3  1177.7  -  1399.3  1308.5  1419.6  2024 Indian Wells 1 CH R16  28.5  1461.0  
 306  Daniel Rincon  21.0  1435.7  1199.0  1456.7  1278.7  1317.4  1446.2  1357.2  2023 Seville CH R32  20.6  1585.0  
 307  Tristan Lamasine  30.8  1435.2  1401.1  1322.2  1475.6  1418.1  1378.7  1455.4  2015 Alphen CH QF  22.4  1624.8  
 308  Emilio Gomez  31.9  1431.8  1401.5  1297.7  1205.6  1416.6  1364.7  1318.7  2022 Columbus CH SF  30.8  1649.7  
 309  Franco Agamenone  30.7  1431.5  1229.5  1467.1  1301.3  1330.5  1449.3  1366.4  2021 Ercolano CH QF  28.4  1700.7  
 310  Zhe Li  37.1  1431.0  1367.0  1163.6  1305.2  1399.0  1297.3  1368.1  2020 Columbus CH R32  33.4  1534.6  
 311  Marko Topo  20.1  1430.4  1354.8  1430.0  1417.9  1392.6  1430.2  1424.2  2022 Munich Qual  18.6  1658.0  
 312  Zdenek Kolar  27.2  1430.1  1377.1  1383.8  1357.1  1403.6  1407.0  1393.6  2021 Szczecin CH F  24.9  1599.6  
 313  Federico Gaio  31.8  1429.9  1303.0  1445.2  1355.7  1366.5  1437.6  1392.8  2019 San Benedetto CH QF  27.3  1603.6  
 314  Ethan Quinn  19.8  1429.9  1349.7  -  1424.6  1389.8  1324.9  1427.2  2023 Champaign CH QF  19.6  1511.3  
 315  Ivan Gakhov  27.1  1429.5  1178.4  1431.4  1342.5  1304.0  1430.4  1386.0  2023 Lyon CH R32  26.6  1627.4  
 316  Andrea Collarini  31.9  1428.4  1193.8  1405.4  1251.8  1311.1  1416.9  1340.1  2019 Buenos Aires CH R16  27.6  1557.7  
 317  Dragos Nicolae Madaras  25.9  1428.4  1302.6  1368.9  1350.9  1365.5  1398.7  1389.7  2023 Skopje CH QF  25.6  1529.5  
 318  James Mccabe  20.5  1427.9  1370.3  1230.2  1392.8  1399.1  1329.0  1410.4  2023 Puerto Vallarta CH QF  19.6  1555.1  
 319  Carlos Taberner  26.4  1426.0  1372.4  1372.6  1296.0  1399.2  1399.3  1361.0  2021 Losinj CH SF  24.1  1721.5  
 320  Evgeny Donskoy  33.6  1422.5  1383.4  1347.1  1398.1  1403.0  1384.8  1410.3  2015 Pune CH SF  25.4  1721.7  
 321  Oriol Roca Batalla  30.7  1422.1  1223.1  1402.5  1352.1  1322.6  1412.3  1387.1  2023 Lisbon CH R16  30.4  1487.9  
 322  Joao Fonseca  17.4  1419.7  1262.5  1379.9  -  1341.1  1399.8  1409.9  2024 Buenos Aires CH QF  17.3  1548.9  
 323  Gonzalo Bueno  19.7  1419.3  1151.2  1408.7  -  1285.2  1414.0  1409.6  2023 Santiago CH R32  18.9  1435.2  
 324  Federico Agustin Gomez  27.1  1416.6  1308.4  1367.9  -  1362.5  1392.3  1408.3  2023 Fairfield CH R32  26.8  1448.7  
 325  Omar Jasika  26.6  1415.5  1356.8  1164.5  1297.4  1386.1  1290.0  1356.5  2017 Launceston CH R32  19.7  1656.0  
 326  Marvin Moeller  24.8  1414.7  1398.7  1388.1  1500.0  1406.7  1401.4  1457.4  2021 Braunschweig CH QF  22.4  1557.5  
 327  Valentin Royer  22.6  1413.4  1374.1  1240.6  -  1393.7  1327.0  1406.7  2024 Oeiras 2 CH R16  22.6  1492.6  
 328  Philip Sekulic  20.3  1412.0  1341.9  -  -  1377.0  1316.0  1406.0  2023 Shanghai Qual  20.0  1500.9  
 329  Alex Rybakov  26.7  1407.3  1341.5  1297.5  1440.9  1374.4  1352.4  1424.1  2023 Dallas Qual  26.0  1504.4  
 330  Andres Martin  22.3  1405.7  1397.5  1393.7  1500.0  1401.6  1399.7  1452.8  2022 Atlanta R32  21.0  1602.8  
 331  Robert Strombachs  24.0  1404.7  1380.9  1312.9  -  1392.8  1358.8  1402.3  2023 Davis Cup WG2 R1  23.9  1443.2  
 332  Enrico Dalla Valle  25.8  1403.2  1225.2  1378.5  -  1314.2  1390.9  1401.6  2023 Todi CH R32  25.3  1469.2  
 333  Edoardo Lavagno  25.4  1402.6  1180.0  1376.2  -  1291.3  1389.4  1401.3  2023 Perugia CH SF  24.8  1526.8  
 334  Nino Serdarusic  27.0  1401.2  1321.6  1327.0  1296.2  1361.4  1364.1  1348.7  2022 Oeiras 1 CH SF  25.2  1557.0  
 335  Salvatore Caruso  31.0  1401.1  1454.6  1318.9  1471.8  1427.9  1360.0  1436.4  2019 US Open Qual  26.6  1710.8  
 336  Joao Lucas Reis Da Silva  23.8  1399.0  1222.9  1364.8  -  1311.0  1381.9  1399.5  2022 Ambato CH SF  22.5  1505.2  
 337  Kilian Feldbausch  18.2  1397.9  1215.8  1371.5  -  1306.9  1384.7  1398.9  2023 Maspalomas CH SF  18.2  1414.1  
 338  Alvaro Guillen Meza  21.0  1397.2  1177.9  1377.0  -  1287.6  1387.1  1398.6  2023 Montevideo CH R32  20.8  1536.2  
 339  Raul Brancaccio  26.6  1396.5  1328.5  1399.3  1338.4  1362.5  1397.9  1367.5  2023 Australian Open Qual  25.7  1631.8  
 340  Pedro Sakamoto  30.5  1395.5  1299.1  1359.7  -  1347.3  1377.6  1397.7  2019 Rome CH R64  25.8  1478.7  
 341  Henri Squire  23.2  1393.1  1287.3  1309.3  1324.7  1340.2  1351.2  1358.9  2022 Troisdorf CH QF  21.6  1464.4  
 342  Facundo Mena  31.1  1392.4  1229.6  1412.9  1373.9  1311.0  1402.6  1383.1  2019 Banja Luka CH R16  26.9  1603.1  
 343  Moez Echargui  31.0  1390.8  1221.0  1395.5  -  1305.9  1393.2  1395.4  2023 Modena CH QF  30.4  1478.7  
 344  Jay Clarke  25.4  1389.2  1314.2  1284.3  1255.5  1351.7  1336.7  1322.3  2019 Nanchang CH R32  20.7  1633.4  
 345  Jules Marie  32.3  1388.8  1341.1  1143.7  -  1365.0  1266.2  1394.4  2023 Mallorca CH R32  31.9  1448.7  
 346  Ulises Blanch  25.4  1387.5  1337.2  1275.5  1380.3  1362.4  1331.5  1383.9  2020 Roland Garros Qual  22.5  1591.0  
 347  Nick Hardt  23.2  1385.1  1375.3  1278.8  1353.3  1380.2  1332.0  1369.2  2022 Saint Tropez CH R32  22.0  1460.5  
 348  Max Hans Rehberg  20.1  1384.9  1183.8  1207.6  1340.3  1284.3  1296.2  1362.6  2022 Hamburg CH R32  19.0  1414.1  
 349  Daniel Masur  28.9  1384.7  1326.5  1346.0  1430.3  1355.6  1365.4  1407.5  2021 Lugano CH R16  26.3  1606.1  
 350  Akira Santillan  26.4  1384.2  1291.7  1337.1  1315.6  1338.0  1360.7  1349.9  2017 US Open Qual  20.2  1665.3  
 351  Oleksii Krutykh  23.8  1381.9  1415.9  1321.7  1339.0  1398.9  1351.8  1360.4  2023 Tenerife 2 CH R16  22.8  1638.0  
 352  Clement Tabur  23.9  1380.5  1091.8  1431.8  -  1236.2  1406.1  1390.2  2023 Todi CH SF  23.5  1495.6  
 353  Juan Pablo Ficovich  26.9  1380.0  1396.5  1285.5  1389.5  1388.3  1332.8  1384.8  2020 Alicante CH R16  23.7  1582.4  
 354  Hernan Casanova  29.9  1379.1  1129.0  1353.4  -  1254.1  1366.2  1389.6  2022 Buenos Aires CH R32  28.6  1457.4  
 355  Skander Mansouri  28.1  1376.5  1311.3  1099.8  1392.0  1343.9  1238.2  1384.2  2021 Salinas 2 CH R32  25.7  1410.6  
 356  Lorenzo Giustino  32.3  1376.2  1307.2  1337.8  1210.7  1341.7  1357.0  1293.4  2019 Blois CH QF  27.7  1628.9  
 357  Gilles Arnaud Bailly  18.1  1376.0  1337.9  1387.3  1500.0  1356.9  1381.6  1438.0  2022 Antwerp R32  17.0  1482.5  
 358  Inaki Montes De La Torre  21.1  1376.0  1327.2  -  -  1351.6  1298.0  1388.0  2023 Calgary CH R16  21.0  1438.8  
 359  Samuel Vincent Ruggeri  21.6  1375.6  1308.7  1280.7  -  1342.1  1328.2  1387.8  2024 Tenerife CH R32  21.6  1439.6  
 360  Jaime Faria  20.4  1375.2  1280.2  1321.1  -  1327.7  1348.2  1387.6  2024 Oeiras 1 CH R16  20.4  1399.9  
 361  Gilbert Soares Klier Junior  23.5  1375.1  1361.7  1194.4  -  1368.4  1284.7  1387.5  2023 Temuco CH SF  23.5  1387.2  
 362  Maxime Janvier  27.2  1373.7  1310.9  1319.9  1301.6  1342.3  1346.8  1337.7  2019 Vancouver  CH QF  22.8  1582.5  
 363  Martin Landaluce  18.0  1372.7  1290.5  1227.5  -  1331.6  1300.1  1386.3  2023 Valencia CH R16  17.8  1414.5  
 364  Andrew Paulson  21.9  1371.3  1257.6  1269.7  -  1314.4  1320.5  1385.7  2023 Ismaning CH R16  21.9  1406.4  
 365  Rio Noguchi  25.0  1371.3  1321.3  1129.1  1347.6  1346.3  1250.2  1359.4  2022 Playford CH SF  23.8  1501.6  
 366  Michael Vrbensky  24.0  1369.5  1305.0  1293.6  -  1337.2  1331.5  1384.7  2021 Amersfoort CH R32  21.5  1564.8  
 367  Maximilian Neuchrist  32.3  1367.4  1283.8  1359.3  1339.0  1325.6  1363.4  1353.2  2023 Leon CH QF  31.7  1536.8  
 368  Gabriel Debru  18.0  1366.9  1202.7  1483.9  -  1284.8  1425.4  1383.4  2023 Prague CH SF  17.6  1572.6  
 369  Learner Tien  18.1  1366.8  1344.4  1153.9  -  1355.6  1260.4  1383.4  2024 Indian Wells 2 CH R16  18.1  1417.3  
 370  Lukas Neumayer  21.3  1366.5  1105.2  1332.0  -  1235.8  1349.2  1383.2  2023 Cordenons CH SF  20.9  1533.5  
 371  Kacper Zuk  24.7  1364.3  1308.4  1306.5  1398.9  1336.4  1335.4  1381.6  2021 Prague 1 CH R32  22.2  1745.1  
 372  Jelle Sels  28.2  1364.0  1406.4  1309.9  1208.7  1385.2  1337.0  1286.4  2022 Helsinki CH QF  27.2  1591.3  
 373  Omni Kumar  22.2  1361.9  1305.6  -  -  1333.7  1290.9  1380.9  2024 Indian Wells 1 CH R16  22.2  1417.8  
 374  Timo Stodder  27.6  1361.2  1189.2  1315.4  -  1275.2  1338.3  1380.6  2024 Buenos Aires CH R32  27.6  1406.9  
 375  Miljan Zekic  35.2  1359.3  1302.0  1325.8  1367.9  1330.6  1342.6  1363.6  2016 Banja Luka CH SF  28.1  1606.8  
